row_id,call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,tariff_plan,status,age,customer_value,cluster,churn,conjunto
770,5,0,32,0,11465,148,3,46,0,0,30,476.52,2,0,treino
771,6,0,32,0,6718,69,100,36,0,0,25,755.415,0,0,treino
772,21,1,28,0,955,41,8,16,0,1,25,80.82,1,1,treino
773,19,0,31,7,10435,87,0,41,0,0,45,263.05,2,0,treino
774,11,0,31,0,5818,92,18,23,0,0,25,346.95,1,1,treino
775,0,0,29,0,2840,16,0,13,0,0,30,114.24,1,0,teste
776,7,1,30,0,2990,35,1,15,0,1,25,140.625,1,1,treino
777,7,1,31,0,2268,38,26,30,0,1,30,196.24,1,1,treino
778,0,1,31,0,0,0,0,0,0,1,25,0.0,1,1,treino
779,0,0,31,0,1668,19,0,5,0,0,30,67.48,1,0,treino
780,1,0,28,0,6785,91,6,21,0,0,45,186.9,1,0,treino
781,0,0,31,0,628,1,1,3,0,1,45,18.225,1,1,treino
782,0,0,31,0,338,5,0,1,0,0,45,8.575,1,0,treino
783,23,0,26,2,16075,232,0,79,0,0,25,733.815,2,0,treino
784,4,0,29,2,6965,110,263,32,1,0,25,1501.875,0,0,treino
785,0,0,31,0,3718,76,0,27,0,0,25,170.73,1,0,treino
786,1,0,30,0,1665,38,30,19,0,1,30,188.12,1,0,treino
787,4,0,31,0,2780,47,167,22,0,0,25,878.715,0,0,teste
788,2,0,22,0,1315,30,185,10,1,0,25,893.025,0,0,teste
789,2,0,21,0,1568,33,22,67,0,0,45,95.025,1,0,treino
790,9,0,22,0,700,19,2,6,0,1,25,41.355,1,0,treino
791,0,0,21,0,825,4,13,2,0,1,45,53.225,1,0,treino
792,8,0,20,0,1225,26,11,12,0,0,25,105.795,1,0,teste
793,0,0,20,0,3225,55,0,22,0,0,30,131.2,1,0,treino
794,0,0,13,0,1695,20,20,13,0,0,25,167.175,1,0,treino
795,14,0,12,0,6392,135,77,41,1,0,15,782.485,2,0,treino
796,10,0,10,0,8932,165,65,39,0,0,45,389.925,2,0,treino
797,6,0,11,2,2852,39,23,18,0,0,30,207.64,1,0,treino
798,0,0,4,0,4390,34,207,9,0,0,30,1004.96,0,0,treino
799,1,0,4,0,1487,13,0,6,0,0,25,67.5,1,1,treino
800,10,0,43,1,4370,77,13,18,0,0,30,229.88,1,0,teste
801,2,0,44,0,318,11,15,5,0,1,30,73.16,1,0,treino
802,12,0,42,1,2453,66,367,25,0,0,30,1568.76,0,0,teste
803,12,0,43,1,4198,72,9,36,0,0,15,284.35,1,0,teste
804,5,0,43,1,2393,64,10,34,0,0,25,155.565,1,0,teste
805,13,0,43,2,3775,88,40,29,0,0,30,314.52,1,0,treino
806,6,0,43,1,2360,45,293,19,0,0,45,792.625,0,0,treino
807,15,0,42,3,9115,127,152,44,0,0,30,977.68,2,0,teste
808,9,0,43,1,13773,175,8,45,0,0,30,589.92,2,0,treino
809,9,0,43,2,4515,89,10,26,0,0,30,224.16,1,0,treino
810,8,0,43,1,5918,101,15,13,0,0,30,300.76,1,0,treino
811,11,1,43,0,2238,60,16,18,0,1,30,155.92,1,0,teste
812,27,0,43,4,15140,231,62,33,0,0,30,862.84,2,0,treino
813,6,0,43,2,3095,33,491,9,0,0,45,1305.7,0,0,treino
814,11,0,42,1,15485,188,158,31,0,0,25,1416.285,2,0,treino
815,5,0,42,2,6500,92,194,27,0,0,30,1039.68,0,0,treino
816,2,0,42,0,875,20,8,12,0,1,25,76.275,1,0,treino
817,4,0,43,0,710,20,21,9,0,1,30,113.2,1,0,treino
818,0,0,42,0,0,0,8,0,0,1,25,36.0,1,1,treino
819,5,0,42,1,7508,133,392,44,0,0,30,1873.64,0,0,treino
820,9,0,42,2,11465,160,19,48,0,0,45,338.125,2,0,treino
821,10,0,42,2,6718,81,116,38,0,0,25,827.955,2,0,treino
822,25,1,38,0,955,53,24,18,0,1,30,136.32,1,1,teste
823,23,0,41,9,10435,99,9,43,1,0,55,171.51,2,0,treino
824,15,0,41,2,5818,104,34,25,0,0,30,372.88,2,0,treino
825,3,0,39,1,2840,28,8,15,0,0,30,146.72,1,0,treino
826,11,0,40,0,2990,47,17,17,0,1,30,189.48,1,1,treino
827,11,1,41,0,2268,50,42,32,0,1,45,162.95,1,1,treino
828,2,0,41,0,133,8,8,3,0,1,30,37.64,1,1,treino
829,3,0,41,1,1668,31,8,7,0,0,45,62.475,1,0,treino
830,5,0,38,2,6785,103,22,23,0,0,55,136.32,1,0,teste
831,2,0,41,0,628,13,17,5,0,1,45,58.525,1,1,treino
832,2,0,41,2,338,10,12,3,0,0,55,23.22,1,0,treino
833,27,0,36,4,16075,244,8,81,0,0,25,770.355,2,0,treino
834,8,0,39,4,6965,122,279,34,1,0,30,1399.48,0,0,teste
835,4,0,41,1,3718,88,10,29,0,0,30,192.24,1,0,teste
836,5,0,40,0,1665,50,46,21,0,1,45,157.875,1,0,treino
837,8,0,41,1,2780,59,183,24,0,0,25,951.255,0,0,treino
838,6,1,32,2,1315,42,201,12,1,0,30,858.28,0,1,treino
839,6,0,31,1,1568,45,38,69,0,0,55,81.195,1,0,teste
840,13,0,32,0,700,31,18,8,0,1,30,101.24,1,0,treino
841,2,0,31,0,825,16,29,4,0,1,45,93.525,1,0,treino
842,12,0,30,1,1225,38,27,14,0,0,25,178.335,1,0,treino
843,4,0,30,1,3225,67,16,24,0,0,30,195.68,1,0,treino
844,4,0,23,1,1695,32,36,15,0,0,30,213.08,1,0,treino
845,18,0,22,2,6392,147,93,43,1,0,25,712.755,2,0,treino
846,14,0,20,1,8932,177,81,41,0,0,55,258.135,2,0,treino
847,10,0,21,4,2852,51,39,20,0,0,30,272.12,1,0,treino
848,4,0,14,2,4390,46,223,11,0,0,30,1069.44,0,0,treino
849,5,1,14,2,1487,25,8,8,0,0,30,92.48,1,1,treino
850,14,0,39,1,5080,82,30,17,0,0,30,326.48,1,0,treino
851,6,0,40,0,1028,16,15,4,0,1,30,101.76,1,0,teste
852,16,0,38,1,3163,71,367,24,0,0,30,1597.36,0,0,treino
853,16,0,39,1,4908,77,9,35,0,0,15,323.675,1,0,treino
854,9,0,39,1,3103,69,10,33,0,0,25,187.74,1,0,teste
855,17,0,39,2,4485,93,40,28,0,0,30,343.12,2,0,treino
856,10,0,39,1,3070,50,293,18,0,0,30,1296.8,0,0,treino
857,19,0,38,3,9825,132,152,43,0,0,30,1006.28,2,0,treino
858,13,0,39,1,14483,180,8,44,0,0,30,618.52,2,0,treino
859,13,0,39,2,5225,94,10,25,0,0,30,252.76,1,0,treino
860,12,0,39,1,6628,106,15,12,0,0,30,329.36,1,0,treino
861,15,0,39,0,2948,65,16,17,0,1,30,184.52,1,0,treino
862,31,1,39,4,15850,236,62,32,0,0,30,891.44,2,0,teste
863,10,0,39,2,3805,38,491,8,0,0,30,2117.72,0,0,treino
864,15,0,38,1,16195,193,158,30,0,0,25,1448.46,2,0,treino
865,9,0,38,2,7210,97,194,26,0,0,30,1068.28,0,0,treino
866,6,0,38,0,1585,25,8,11,0,1,25,108.45,1,0,treino
867,8,0,39,0,1420,25,21,8,0,1,30,141.8,1,0,teste
868,6,0,38,0,710,11,8,2,0,1,25,68.445,1,1,treino
869,9,0,38,1,8218,138,392,43,0,0,30,1902.24,0,0,treino
870,13,0,38,2,12175,165,19,47,0,0,45,356.0,2,0,treino
871,14,0,38,2,7428,86,116,37,0,0,25,860.13,2,0,teste
872,29,1,34,0,1665,58,24,17,0,1,30,164.92,1,1,teste
873,27,0,37,9,11145,104,9,42,1,0,55,182.235,2,0,teste
874,19,0,37,2,6528,109,34,24,0,0,25,451.665,2,0,treino
875,7,0,35,1,3550,33,8,14,0,0,30,175.32,1,0,treino
876,15,1,36,0,3700,52,17,16,0,1,30,218.08,1,1,treino
877,15,1,37,0,2978,55,42,31,0,1,30,289.32,1,1,teste
878,6,0,37,0,843,13,8,2,0,1,30,66.24,1,1,treino
879,7,0,37,1,2378,36,8,6,0,0,45,80.35,1,0,treino
880,9,0,34,2,7495,108,22,22,0,0,55,147.045,2,0,treino
881,6,1,37,0,1338,18,17,4,0,1,45,76.4,1,1,treino
882,6,0,37,2,1048,15,12,2,0,0,55,33.945,1,0,treino
883,31,1,32,4,16785,249,8,80,0,0,25,802.53,2,0,treino
884,12,1,35,4,7675,127,279,33,1,0,30,1428.08,0,0,treino
885,8,0,37,1,4428,93,10,28,0,0,30,220.84,1,0,treino
886,9,0,36,0,2375,55,46,20,0,1,30,281.2,1,0,teste
887,12,0,37,1,3490,64,183,23,0,0,25,983.43,0,0,treino
888,10,0,28,2,2025,47,201,11,1,0,30,886.88,0,0,treino
889,10,0,27,1,2278,50,38,68,0,0,45,153.2,1,0,teste
890,17,0,28,0,1410,36,18,7,0,1,30,129.84,1,0,treino
891,6,0,27,0,1535,21,29,3,0,1,45,111.4,1,0,treino
892,16,0,26,1,1935,43,27,13,0,0,25,210.51,1,0,treino
893,8,0,26,1,3935,72,16,23,0,0,30,224.28,1,0,treino
894,8,0,19,1,2405,37,36,14,0,0,25,271.89,1,0,treino
895,22,0,18,2,7102,152,93,42,1,0,25,744.93,2,0,treino
896,18,0,16,1,9642,182,81,40,0,0,55,268.86,2,0,treino
897,14,0,17,4,3562,56,39,19,1,0,30,300.72,1,0,treino
898,8,0,10,2,5100,51,223,10,0,0,30,1098.04,0,0,treino
899,9,0,10,2,2197,30,8,7,0,0,30,121.08,1,1,treino
900,2,0,37,0,3660,60,0,17,0,0,25,167.4,1,0,treino
901,0,0,38,0,0,0,0,0,0,1,25,0.0,1,0,treino
902,4,0,36,0,1743,49,334,24,0,0,25,1583.64,0,0,treino
903,4,0,37,0,3488,55,0,35,0,0,15,194.865,1,0,treino
904,0,0,37,0,1683,47,0,33,0,0,15,95.15,1,0,treino
905,5,0,37,0,3065,71,7,28,0,0,30,153.44,1,0,teste
906,0,0,37,0,1650,28,260,18,0,0,30,1107.12,0,0,treino
907,7,0,36,1,8405,110,119,43,0,0,30,816.6,2,0,treino
908,1,0,37,0,13063,158,0,44,0,0,30,528.84,2,0,teste
909,1,0,37,0,3805,72,0,25,0,0,30,155.08,1,0,treino
910,0,0,37,0,5208,84,0,12,0,0,25,238.14,1,0,treino
911,3,0,37,0,1528,43,0,17,0,1,30,62.84,1,0,treino
912,19,0,37,2,14430,214,29,32,0,0,30,701.76,2,0,teste
913,0,0,37,0,2385,16,458,8,0,0,30,1928.04,0,0,treino
914,3,0,36,0,14775,171,125,30,0,0,25,1235.07,2,0,treino
915,0,0,36,0,5790,75,161,26,0,0,30,878.6,0,0,treino
916,0,0,36,0,165,3,0,11,0,1,25,7.56,1,0,treino
917,0,0,37,0,0,0,0,0,0,1,25,0.0,1,0,treino
918,0,0,36,0,0,0,0,0,0,1,25,0.0,1,1,treino
919,0,0,36,0,6798,116,359,43,0,0,25,1926.63,0,0,treino
920,1,0,36,0,10755,143,0,47,0,0,30,435.92,2,0,treino
921,2,0,36,0,6008,64,83,37,0,0,25,646.74,1,0,treino
922,17,0,32,0,245,36,0,17,0,1,25,12.645,1,1,treino
923,15,0,35,7,9725,82,0,42,0,0,45,245.175,2,0,treino
924,7,0,35,0,5108,87,1,24,0,0,25,238.275,1,1,treino
925,0,0,33,0,2130,11,0,14,0,0,30,85.64,1,0,treino
926,3,1,34,0,2280,30,0,16,0,1,25,103.95,1,1,teste
927,3,0,35,0,1558,33,9,31,0,1,30,99.64,1,1,teste
928,0,0,35,0,0,0,0,0,0,1,30,0.0,1,1,teste
929,0,0,35,0,958,14,0,6,0,0,30,38.88,1,0,treino
930,0,0,32,0,6075,86,0,22,0,0,45,154.025,1,0,treino
931,0,0,35,0,0,0,0,0,0,1,45,0.0,1,1,treino
932,0,0,35,0,0,0,0,0,0,0,55,0.0,1,0,treino
933,19,0,30,2,15365,227,0,80,0,0,25,701.64,2,0,treino
934,0,0,33,2,6255,105,246,33,1,0,25,1393.2,0,0,treino
935,0,0,35,0,3008,71,0,28,0,0,25,138.555,1,0,treino
936,0,0,34,0,955,33,13,20,0,1,30,91.52,1,0,teste
937,0,0,35,0,2070,42,150,23,0,0,25,770.04,0,0,treino
938,0,0,26,0,605,25,168,11,1,0,25,784.35,0,0,teste
939,0,0,25,0,858,28,5,68,0,0,45,34.65,1,0,teste
940,0,0,26,0,0,0,0,0,0,1,25,0.0,1,0,treino
941,0,0,25,0,0,0,0,0,0,1,45,0.0,1,0,teste
942,4,0,24,0,515,21,0,13,0,0,25,24.12,1,0,treino
943,0,0,24,0,2515,50,0,23,0,0,30,102.6,1,0,treino
944,0,0,17,0,985,15,3,14,0,0,25,58.5,1,0,treino
945,10,0,16,0,5682,130,60,42,1,0,15,649.66,2,0,treino
946,6,0,14,0,8222,160,48,40,0,0,45,329.55,2,0,treino
947,2,0,15,2,2142,34,6,19,0,0,30,111.04,1,0,teste
948,0,0,8,0,3680,29,190,10,0,0,30,908.36,0,0,teste
949,0,0,8,0,777,8,0,7,0,0,30,31.4,1,1,treino
950,8,0,38,0,4370,71,5,17,0,0,30,197.64,1,0,teste
951,0,0,39,0,318,5,7,4,0,1,25,46.035,1,0,treino
952,10,0,37,0,2453,60,359,24,0,0,30,1536.52,0,0,treino
953,10,0,38,0,4198,66,1,35,0,0,15,240.02,1,0,treino
954,3,0,38,0,2393,58,2,33,0,0,15,145.805,1,0,treino
955,11,0,38,1,3775,82,32,28,0,0,30,282.28,1,0,treino
956,4,0,38,0,2360,39,285,18,0,0,30,1235.96,0,0,treino
957,13,0,37,2,9115,121,144,43,0,0,30,945.44,2,0,teste
958,7,0,38,0,13773,169,0,44,0,0,30,557.68,2,0,treino
959,7,0,38,1,4515,83,2,25,0,0,30,191.92,1,0,treino
960,6,0,38,0,5918,95,7,12,0,0,30,268.52,1,0,treino
961,9,1,38,0,2238,54,8,17,0,1,30,123.68,1,0,treino
962,25,0,38,3,15140,225,54,32,0,0,30,830.6,2,0,treino
963,4,0,38,1,3095,27,483,8,0,0,30,2056.88,0,0,treino
964,9,0,37,0,15485,182,150,30,0,0,25,1380.015,2,0,teste
965,3,0,37,1,6500,86,186,26,0,0,30,1007.44,0,0,teste
966,0,0,37,0,875,14,0,11,0,1,25,40.005,1,0,treino
967,2,0,38,0,710,14,13,8,0,1,30,80.96,1,0,teste
968,0,0,37,0,0,0,0,0,0,1,25,0.0,1,1,treino
969,3,0,37,0,7508,127,384,43,0,0,25,2071.575,0,0,teste
970,7,0,37,1,11465,154,11,47,0,0,45,317.975,2,0,treino
971,8,0,37,1,6718,75,108,37,0,0,25,791.685,0,0,treino
972,23,0,33,0,955,47,16,17,0,1,25,117.09,1,1,treino
973,21,1,36,8,10435,93,1,42,0,0,55,159.42,2,0,teste
974,13,0,36,1,5818,98,26,24,0,0,25,383.22,1,1,treino
975,1,0,34,0,2840,22,0,14,0,0,30,114.48,1,0,teste
976,9,1,35,0,2990,41,9,16,0,1,30,157.24,1,1,treino
977,9,0,36,0,2268,44,34,31,0,1,30,228.48,1,1,treino
978,0,0,36,0,133,2,0,2,0,1,30,5.4,1,1,treino
979,1,0,36,0,1668,25,0,6,0,0,30,67.72,1,0,treino
980,3,0,33,1,6785,97,14,22,0,0,55,124.23,1,0,treino
981,0,0,36,0,628,7,9,4,0,1,45,38.375,1,1,treino
982,0,0,36,1,338,4,4,2,0,0,55,11.13,1,0,treino
983,25,0,31,3,16075,238,0,80,0,0,25,734.085,2,0,teste
984,6,0,34,3,6965,116,271,33,1,0,25,1538.145,0,0,treino
985,2,0,36,0,3718,82,2,28,0,0,25,180.0,1,0,treino
986,3,0,35,0,1665,44,38,20,0,1,30,220.36,1,0,treino
987,6,0,36,0,2780,53,175,23,0,0,25,914.985,0,0,treino
988,4,1,27,1,1315,36,193,11,1,0,25,929.295,0,1,treino
989,4,0,26,0,1568,39,30,68,0,0,45,115.175,1,0,treino
990,11,0,27,0,700,25,10,7,0,1,25,77.625,1,0,treino
991,0,0,26,0,825,10,21,3,0,1,45,73.375,1,0,treino
992,10,0,25,0,1225,32,19,13,0,0,25,142.065,1,0,treino
993,2,0,25,0,3225,61,8,23,0,0,30,163.44,1,0,teste
994,2,0,18,0,1695,26,28,14,0,0,25,203.445,1,0,treino
995,16,0,17,1,6392,141,85,42,1,0,25,676.485,2,0,treino
996,12,0,15,0,8932,171,73,40,0,0,45,410.075,2,0,teste
997,8,0,16,3,2852,45,31,19,0,0,30,239.88,1,0,treino
998,2,0,9,1,4390,40,215,10,0,0,30,1037.2,0,0,treino
999,3,0,9,1,1487,19,0,7,0,0,30,60.24,1,1,treino
1000,8,0,38,0,4370,71,5,17,0,0,30,197.64,1,0,teste
1001,0,0,39,0,318,5,7,4,0,1,25,46.035,1,0,treino
1002,10,0,37,0,2453,60,359,24,0,0,30,1536.52,0,0,treino
1003,10,0,38,0,4198,66,1,35,0,0,15,240.02,1,0,treino
1004,3,0,38,0,2393,58,2,33,0,0,15,145.805,1,0,treino
1005,11,0,38,1,3775,82,32,28,0,0,30,282.28,1,0,treino
1006,4,0,38,0,2360,39,285,18,0,0,30,1235.96,0,0,treino
1007,13,0,37,2,9115,121,144,43,0,0,30,945.44,2,0,teste
1008,7,0,38,0,13773,169,0,44,0,0,30,557.68,2,0,treino
1009,7,0,38,1,4515,83,2,25,0,0,30,191.92,1,0,treino
1010,6,0,38,0,5918,95,7,12,0,0,30,268.52,1,0,treino
1011,9,1,38,0,2238,54,8,17,0,1,30,123.68,1,0,treino
1012,25,0,38,3,15140,225,54,32,0,0,30,830.6,2,0,treino
1013,4,0,38,1,3095,27,483,8,0,0,30,2056.88,0,0,treino
1014,9,0,37,0,15485,182,150,30,0,0,25,1380.015,2,0,teste
1015,3,0,37,1,6500,86,186,26,0,0,30,1007.44,0,0,teste
1016,0,0,37,0,875,14,0,11,0,1,25,40.005,1,0,treino
1017,2,0,38,0,710,14,13,8,0,1,30,80.96,1,0,teste
1018,0,0,37,0,0,0,0,0,0,1,25,0.0,1,1,treino
1019,3,0,37,0,7508,127,384,43,0,0,25,2071.575,0,0,teste
1020,7,0,37,1,11465,154,11,47,0,0,45,317.975,2,0,treino
1021,8,0,37,1,6718,75,108,37,0,0,25,791.685,0,0,treino
1022,23,1,33,0,955,47,16,17,0,1,25,117.09,1,1,treino
1023,21,0,36,8,10435,93,1,42,0,0,55,159.42,2,0,treino
1024,13,1,36,1,5818,98,26,24,0,0,25,383.22,1,1,treino
1025,1,0,34,0,2840,22,0,14,0,0,30,114.48,1,0,teste
1026,9,0,35,0,2990,41,9,16,0,1,30,157.24,1,1,teste
1027,9,0,36,0,2268,44,34,31,0,1,30,228.48,1,1,treino
1028,0,0,36,0,133,2,0,2,0,1,30,5.4,1,1,treino
1029,1,0,36,0,1668,25,0,6,0,0,30,67.72,1,0,treino
1030,3,0,33,1,6785,97,14,22,0,0,55,124.23,1,0,treino
1031,0,0,36,0,628,7,9,4,0,1,45,38.375,1,1,treino
1032,0,0,36,1,338,4,4,2,0,0,55,11.13,1,0,treino
1033,25,1,31,3,16075,238,0,80,0,0,25,734.085,2,0,treino
1034,6,0,34,3,6965,116,271,33,1,0,25,1538.145,0,0,treino
1035,2,0,36,0,3718,82,2,28,0,0,25,180.0,1,0,treino
1036,3,0,35,0,1665,44,38,20,0,1,30,220.36,1,0,treino
1037,6,0,36,0,2780,53,175,23,0,0,25,914.985,0,0,treino
1038,4,0,27,1,1315,36,193,11,1,0,25,929.295,0,0,treino
1039,4,0,26,0,1568,39,30,68,0,0,45,115.175,1,0,treino
1040,11,0,27,0,700,25,10,7,0,1,25,77.625,1,0,treino
1041,0,0,26,0,825,10,21,3,0,1,45,73.375,1,0,treino
1042,10,0,25,0,1225,32,19,13,0,0,25,142.065,1,0,treino
1043,2,0,25,0,3225,61,8,23,0,0,30,163.44,1,0,teste
1044,2,0,18,0,1695,26,28,14,0,0,25,203.445,1,0,treino
1045,16,0,17,1,6392,141,85,42,1,0,25,676.485,2,0,treino
1046,12,0,15,0,8932,171,73,40,0,0,45,410.075,2,0,teste
1047,8,0,16,3,2852,45,31,19,0,0,30,239.88,1,0,treino
1048,2,0,9,1,4390,40,215,10,0,0,30,1037.2,0,0,treino
1049,3,1,9,1,1487,19,0,7,0,0,30,60.24,1,1,treino
1050,3,0,36,0,4065,65,0,15,0,0,25,185.85,1,0,teste
1051,0,0,37,0,0,0,0,0,0,1,25,0.0,1,0,treino
1052,5,0,35,0,2148,54,352,22,0,0,25,1683.09,0,0,treino
1053,5,0,36,0,3893,60,0,33,0,0,15,217.415,1,0,treino
1054,0,0,36,0,2088,52,0,31,0,0,15,117.7,1,0,treino
1055,6,0,36,0,3470,76,25,26,0,0,25,272.07,1,0,treino
1056,0,0,36,0,2055,33,278,16,0,0,30,1195.52,0,0,treino
1057,8,0,35,1,8810,115,137,41,0,0,30,905.0,2,0,treino
1058,2,0,36,0,13468,163,0,42,0,0,30,545.24,2,0,treino
1059,2,0,36,0,4210,77,0,23,0,0,30,171.48,1,0,treino
1060,1,0,36,0,5613,89,0,10,0,0,25,256.59,1,0,treino
1061,4,0,36,0,1933,48,1,15,0,1,30,83.24,1,0,treino
1062,20,0,36,2,14835,219,47,30,0,0,30,790.16,2,0,teste
1063,0,0,36,0,2790,21,476,6,0,0,30,2016.44,0,0,treino
1064,4,0,35,0,15180,176,143,28,0,0,25,1334.52,2,0,teste
1065,0,0,35,0,6195,80,179,24,0,0,30,967.0,0,0,treino
1066,0,0,35,0,570,8,0,9,0,1,25,26.01,1,0,teste
1067,0,0,36,0,405,8,6,6,0,1,25,45.585,1,0,teste
1068,0,0,35,0,0,0,0,0,0,1,25,0.0,1,1,treino
1069,0,0,35,0,7203,121,377,41,0,0,25,2026.08,0,0,teste
1070,2,0,35,0,11160,148,4,45,0,0,30,468.32,2,0,treino
1071,3,0,35,0,6413,69,101,35,0,0,25,746.19,1,0,treino
1072,18,0,31,0,650,41,9,15,0,1,25,71.595,1,1,treino
1073,16,0,34,7,10130,87,0,40,0,0,45,255.425,2,0,treino
1074,8,1,34,0,5513,92,19,22,0,0,25,337.725,1,1,treino
1075,0,0,32,0,2535,16,0,12,0,0,30,102.04,1,0,treino
1076,4,0,33,0,2685,35,2,14,0,1,25,131.4,1,1,treino
1077,4,0,34,0,1963,38,27,29,0,1,30,188.04,1,1,treino
1078,0,1,34,0,0,0,0,0,0,1,30,0.0,1,1,teste
1079,0,0,34,0,1363,19,0,4,0,0,30,55.28,1,0,treino
1080,0,0,31,0,6480,91,7,20,0,0,45,181.775,1,0,treino
1081,0,0,34,0,323,1,2,2,0,1,45,13.1,1,1,treino
1082,0,0,34,0,0,0,0,0,0,0,55,0.0,1,0,teste
1083,20,0,29,2,15770,232,0,78,0,0,25,720.09,2,0,treino
1084,1,0,32,2,6660,110,264,31,1,0,25,1492.65,0,0,treino
1085,0,0,34,0,3413,76,0,26,0,0,25,157.005,1,0,treino
1086,0,0,33,0,1360,38,31,18,0,1,30,179.92,1,0,treino
1087,1,0,34,0,2475,47,168,21,0,0,25,869.49,0,0,treino
1088,0,1,25,0,1010,30,186,9,1,0,25,883.8,0,1,teste
1089,0,0,24,0,1263,33,23,66,0,0,45,89.9,1,0,teste
1090,6,0,25,0,395,19,3,5,0,1,25,32.13,1,0,treino
1091,0,0,24,0,520,4,14,1,0,1,45,48.1,1,0,treino
1092,5,0,23,0,920,26,12,11,0,0,25,96.57,1,0,teste
1093,0,0,23,0,2920,55,1,21,0,0,30,123.0,1,0,treino
1094,0,0,16,0,1390,20,21,12,0,0,25,157.95,1,0,teste
1095,11,0,15,0,6088,135,78,40,1,0,15,771.265,2,0,teste
1096,7,0,13,0,8628,165,66,38,0,0,45,384.825,2,0,teste
1097,3,0,14,2,2548,39,24,17,0,0,30,199.48,1,0,treino
1098,0,0,7,0,4085,34,208,8,0,0,30,996.76,0,0,treino
1099,0,1,7,0,1183,13,0,5,0,1,25,53.82,1,1,treino
1100,6,0,38,0,4125,68,3,17,0,0,25,202.185,1,0,treino
1101,0,0,39,0,73,2,5,4,0,0,25,25.875,1,0,treino
1102,8,0,37,0,2208,57,357,24,0,0,25,1708.425,0,0,treino
1103,8,0,38,0,3953,63,0,35,0,0,15,220.88,1,0,treino
1104,1,0,38,0,2148,55,0,33,0,0,15,121.165,1,0,treino
1105,9,0,38,1,3530,79,30,28,0,0,30,264.36,1,0,treino
1106,2,0,38,0,2115,36,283,18,0,0,30,1218.04,0,0,treino
1107,11,0,37,2,8870,118,142,43,0,0,30,927.52,2,0,treino
1108,5,0,38,0,13528,166,0,44,0,0,30,547.76,2,0,treino
1109,5,0,38,1,4270,80,0,25,0,0,30,174.0,1,0,teste
1110,4,0,38,0,5673,92,5,12,0,0,25,281.925,1,0,treino
1111,7,0,38,0,1993,51,6,17,0,0,30,105.76,1,0,treino
1112,23,0,38,3,14895,222,52,32,0,0,30,812.68,2,0,teste
1113,2,0,38,1,2850,24,481,8,0,0,30,2038.96,0,0,treino
1114,7,0,37,0,15240,179,148,30,0,0,25,1359.855,2,0,treino
1115,1,0,37,1,6255,83,184,26,0,0,30,989.52,0,0,treino
1116,0,0,37,0,630,11,0,11,0,0,25,28.845,1,0,treino
1117,0,0,38,0,465,11,11,8,0,0,25,70.92,1,0,treino
1118,0,0,37,0,0,0,0,0,0,0,25,0.0,1,1,teste
1119,1,0,37,0,7263,124,382,43,0,0,25,2051.415,0,0,treino
1120,5,0,37,1,11220,151,9,47,0,0,30,490.84,2,0,teste
1121,6,0,37,1,6473,72,106,37,0,0,25,771.525,0,0,treino
1122,21,1,33,0,710,44,14,17,0,0,25,96.93,1,1,treino
1123,19,0,36,8,10190,90,0,42,0,0,45,257.0,2,0,treino
1124,11,1,36,1,5573,95,24,24,0,0,25,363.06,1,1,teste
1125,0,0,34,0,2595,19,0,14,0,0,30,104.56,1,0,treino
1126,7,0,35,0,2745,38,7,16,0,0,30,139.32,1,1,treino
1127,7,1,36,0,2023,41,32,31,0,0,30,210.56,1,1,treino
1128,0,0,36,0,0,0,0,0,0,0,30,0.0,1,1,treino
1129,0,0,36,0,1423,22,0,6,0,0,30,57.8,1,0,treino
1130,1,0,33,1,6540,94,12,22,0,0,45,195.85,1,0,treino
1131,0,0,36,0,383,4,7,4,0,0,45,27.175,1,1,treino
1132,0,0,36,1,93,1,2,2,0,0,55,4.41,1,0,treino
1133,23,0,31,3,15830,235,0,80,0,0,25,722.925,2,0,treino
1134,4,0,34,3,6720,113,269,33,1,0,25,1517.985,0,0,treino
1135,0,0,36,0,3473,79,0,28,0,0,25,159.84,1,0,treino
1136,1,0,35,0,1420,41,36,20,0,0,30,202.44,1,0,treino
1137,4,0,36,0,2535,50,173,23,0,0,25,894.825,0,0,treino
1138,2,1,27,1,1070,33,191,11,1,0,25,909.135,0,0,treino
1139,2,0,26,0,1323,36,28,68,0,0,45,103.975,1,0,treino
1140,9,0,27,0,455,22,8,7,0,0,25,57.465,1,0,treino
1141,0,0,26,0,580,7,19,3,0,0,45,62.175,1,0,treino
1142,8,0,25,0,980,29,17,13,0,0,25,121.905,1,0,treino
1143,0,0,25,0,2980,58,6,23,0,0,30,145.52,1,0,treino
1144,0,0,18,0,1450,23,26,14,0,0,25,183.285,1,0,teste
1145,14,1,17,1,6148,138,83,42,1,0,15,802.23,2,0,treino
1146,10,0,15,0,8688,168,71,40,0,0,45,398.9,2,0,treino
1147,6,0,16,3,2608,42,29,19,0,0,30,222.0,1,0,treino
1148,0,0,9,1,4145,37,213,10,0,0,30,1019.28,0,0,treino
1149,1,1,9,1,1243,16,0,7,0,0,30,50.36,1,1,treino
1150,0,0,34,0,4005,62,0,13,0,0,25,183.015,1,0,teste
1151,0,0,35,0,0,0,0,0,0,1,25,0.0,1,0,treino
